ROH0,DOW,ROH1,ROH2,ROH3,ROH4,ROH5,ROH6,ROH7,ROH14,ROH21,ROH30,ROH60,ROH90
27,Tuesday,30.994566666666678,31.497300000000006,31.922066666666673,31.93826666666668,32.01839999999998,32.75450000000001,32.12453333333335,40.74236666666667,42.32643333333335,45.515603899798926,45.86742876953473,43.46859501086978
55,Friday,52.14663333333333,51.90119999999998,51.837866666666656,52.6432,50.306266666666694,50.55126666666666,50.90450000000001,52.81713333333334,49.240300000000026,48.411301116599695,47.6068051864912,47.32067138916373
49,Tuesday,44.168233333333355,40.75333333333337,39.03886666666666,37.290099999999974,41.473800000000026,42.18256666666667,41.0751,45.47256666666664,46.04410000000001,45.5723747693835,43.358245908703715,39.947133740691974
42,Saturday,44.0603,41.88193333333333,37.25696666666667,36.75006666666667,36.95513333333333,36.37850000000001,36.422366666666676,41.56863333333333,40.50153333333334,40.19527765827298,39.908128283355275,37.60559827971707
38,Tuesday,36.25126666666667,36.17873333333332,36.65309999999998,36.82626666666664,38.01996666666667,38.32400000000002,38.41046666666667,41.495099999999994,40.6738666666667,43.27538543803592,43.81461292437377,40.900718108436315
65,Monday,61.139133333333355,63.37116666666665,61.12256666666668,60.59063333333333,60.5776666666667,59.84739999999997,57.0654333333333,61.33153333333334,59.43140000000002,57.06015558617449,55.81089766735207,53.4275899187342
36,Monday,32.93126666666665,36.866533333333315,37.426933333333345,35.85786666666664,35.48460000000001,36.578499999999984,37.79086666666666,44.743866666666676,52.776700000000034,50.77009543369666,47.81495753984846,47.548540034543066
36,Sunday,35.94746666666667,34.72999999999999,32.712033333333345,32.25066666666667,33.856999999999985,33.32996666666666,34.234733333333345,35.590166666666676,48.788100000000014,41.35916505435386,41.92186856889349,40.53934449416672
50,Friday,51.956633333333336,46.13686666666668,41.841100000000004,41.99063333333333,42.38239999999999,41.828100000000006,44.48400000000002,40.49803333333334,38.769233333333354,40.14573374034141,47.47151743184639,44.53252259800919
75,Monday,69.81616666666665,69.09783333333331,69.02193333333334,69.20006666666664,67.9956,68.2557666666667,66.8383333333333,62.51046666666664,60.0260666666667,55.17399209411474,55.529189586543986,53.51899758423942
8,Wednesday,3.289899999999999,3.3203333333333327,3.1672333333333347,3.320433333333332,3.271200000000001,3.3364333333333325,3.392133333333333,3.832933333333335,4.5090999999999974,14.133643277319942,22.777617284116474,32.51477838812923
22,Thursday,20.769533333333335,21.108299999999993,21.691599999999994,21.855000000000004,21.07083333333333,21.491199999999992,22.66926666666666,25.84113333333334,19.216599999999982,17.264945423900897,24.232978878390796,36.095529479502325
25,Saturday,22.079966666666667,22.89763333333333,24.508866666666663,24.599433333333348,25.03606666666666,24.23149999999999,27.60189999999999,39.36736666666667,39.57033333333335,39.73423127323524,39.06170450899175,38.49476702146347
58,Monday,53.602166666666655,51.917199999999994,51.46436666666666,53.949300000000015,48.70476666666666,49.145366666666654,48.77659999999998,41.580466666666666,43.308933333333336,45.934352962583816,47.50352664350894,47.614476167176875
52,Tuesday,50.926533333333325,52.038900000000005,53.14699999999999,52.668300000000016,53.64886666666669,58.072700000000005,57.59926666666668,53.20656666666665,53.98716666666668,49.04665027069741,46.49555879506475,43.46859501086978
16,Tuesday,17.13803333333333,17.52086666666667,18.45793333333333,17.584166666666672,17.101599999999998,16.559866666666668,12.08736666666666,8.9849,8.294900000000002,21.607907746037633,29.43556407119359,33.92861145633314
25,Wednesday,22.778933333333345,27.296566666666646,28.59436666666668,28.82976666666667,30.105933333333322,30.11813333333332,32.02043333333335,39.070066666666676,30.732599999999998,23.782949800669773,22.777617284116474,32.51477838812923
37,Saturday,38.76096666666664,39.30753333333334,39.018733333333316,38.849433333333366,36.59703333333333,33.143899999999995,36.01569999999999,34.05763333333333,33.09526666666666,35.319322886585674,35.03518992617566,36.29469946183906
21,Tuesday,22.251,22.8537,22.917933333333323,22.08003333333333,23.033466666666662,21.536466666666648,26.327833333333334,36.736599999999996,37.25190000000002,42.124692786917755,44.5233041442548,39.947133740691974
62,Monday,61.10733333333334,61.13969999999997,62.457699999999996,62.0358,63.29463333333334,64.01000000000003,61.34399999999998,62.10376666666665,57.94540000000004,52.20838131989319,49.78264618454055,47.614476167176875
37,Thursday,37.143000000000015,36.31786666666666,33.296699999999994,32.76286666666668,33.812,34.42316666666667,34.6073,41.725733333333366,36.278500000000015,40.69853869240613,42.42879972614156,40.85926201080939
54,Friday,53.49396666666669,52.75636666666668,54.95446666666669,53.481266666666684,50.69446666666663,50.767966666666645,50.45913333333338,49.5723333333333,47.36466666666672,43.25410665369964,47.393245794217904,44.53252259800919
43,Tuesday,42.88706666666666,43.76653333333334,44.0588,45.51056666666669,46.26393333333332,46.8665333333333,46.7087,42.059833333333344,41.817866666666674,44.39836563343568,45.86742876953473,43.46859501086978
13,Monday,14.3633,14.762266666666681,15.180733333333341,16.61353333333335,16.069633333333336,15.055533333333338,14.606800000000005,16.36843333333335,29.08103333333334,40.73444754448136,49.85418054959737,49.79782040837168
14,Sunday,13.239200000000007,13.236000000000004,13.553933333333338,13.73246666666667,13.878033333333336,14.477766666666675,15.9109,12.607799999999996,17.16826666666667,20.546230077801546,26.945831124010958,35.42322915884484
42,Thursday,44.08430000000003,38.805299999999995,39.03583333333334,37.84416666666667,40.121133333333354,41.212566666666646,40.75690000000001,41.2009,39.27916666666668,43.03590896849435,42.99394504187489,40.85926201080939
38,Wednesday,39.91206666666664,36.192566666666664,33.834266666666664,32.8286,34.021766666666664,36.77393333333334,36.234066666666664,37.47333333333332,34.106066666666685,40.47722339046332,39.787740576392146,39.86185649342414
19,Tuesday,14.561533333333339,13.098300000000009,13.200233333333331,12.854000000000003,12.91373333333333,12.836733333333338,13.239966666666664,9.048433333333332,16.686299999999996,21.607907746037633,29.43556407119359,33.92861145633314
28,Wednesday,29.252133333333347,25.586366666666656,23.93419999999999,22.685833333333342,23.280066666666663,22.207766666666654,23.21003333333334,34.42359999999999,26.377299999999998,24.332124621381173,33.41386393431553,38.07639461259211
34,Wednesday,32.681333333333335,35.78173333333332,35.35766666666666,34.22133333333334,33.037499999999994,32.534699999999994,34.487100000000005,28.52056666666667,29.919900000000005,36.521915917401195,42.63149721970611,42.23767907314003
